age,Occupation,Marital_Status,Education_Level,default,Balance,Housing_Loan,Personal_Loan,contact,day,Month,duration,campaign,pdays,previous,Prev_Outcome,Subscribed,conversion_status,age_segment,duration_min
31,Blue-Collar,Married,Tertiary,No,-35,No,No,Cellular,20,Nov,952,2,-1,0,Not Specified,yes,1,26-40,15.87
31,Unemployed,Married,Secondary,No,314,Yes,No,Cellular,20,Nov,1341,3,178,7,Failure,yes,1,26-40,22.35
39,Technician,Single,Secondary,No,18508,No,No,Cellular,20,Nov,1598,4,-1,0,Not Specified,yes,1,26-40,26.63
35,Blue-Collar,Married,Secondary,No,5639,Yes,No,Cellular,20,Nov,945,2,-1,0,Not Specified,yes,1,26-40,15.75
33,Services,Married,Secondary,No,2918,No,Yes,Cellular,20,Nov,1059,2,-1,0,Not Specified,yes,1,26-40,17.65
50,Blue-Collar,Married,Primary,No,12519,Yes,No,Cellular,21,Nov,615,3,34,1,Failure,yes,1,41-60,10.25
36,Management,Married,Tertiary,No,4069,No,No,Cellular,21,Nov,517,1,-1,0,Not Specified,yes,1,26-40,8.62
34,Admin ,Single,Tertiary,No,4254,Yes,No,Cellular,21,Nov,714,1,-1,0,Not Specified,yes,1,26-40,11.9
46,Blue-Collar,Divorced,Primary,No,219,Yes,No,Cellular,21,Nov,729,1,-1,0,Not Specified,yes,1,41-60,12.15
47,Technician,Married,Secondary,No,0,No,No,Cellular,21,Nov,591,1,10,1,Failure,yes,1,41-60,9.85
39,Admin ,Single,Secondary,No,2263,Yes,Yes,Telephone,21,Nov,1158,9,-1,0,Not Specified,yes,1,26-40,19.3
31,Self-Employed,Single,Tertiary,No,2589,No,No,Cellular,21,Nov,614,1,-1,0,Not Specified,yes,1,26-40,10.23
41,Management,Single,Tertiary,No,1982,No,No,Cellular,21,Nov,558,1,-1,0,Not Specified,yes,1,41-60,9.3
59,Management,Married,Tertiary,No,7049,No,No,Cellular,21,Nov,530,1,163,2,Failure,yes,1,41-60,8.83
39,Management,Divorced,Tertiary,No,1968,No,No,Cellular,21,Nov,648,1,-1,0,Not Specified,yes,1,26-40,10.8
48,Housemaid,Married,Primary,No,7195,No,No,Cellular,21,Nov,609,2,-1,0,Not Specified,yes,1,41-60,10.15
50,Admin ,Married,Secondary,No,4117,No,No,Cellular,21,Nov,530,1,-1,0,Not Specified,yes,1,41-60,8.83
31,Admin ,Single,Secondary,No,3950,Yes,No,Cellular,21,Nov,529,1,-1,0,Not Specified,yes,1,26-40,8.82
30,Services,Single,Secondary,No,495,Yes,No,Cellular,21,Nov,641,1,-1,0,Not Specified,yes,1,26-40,10.68
31,Management,Married,Secondary,No,8629,Yes,No,Cellular,21,Nov,957,1,184,2,Failure,yes,1,26-40,15.95
30,Technician,Married,Secondary,No,455,Yes,No,Cellular,21,Nov,758,1,-1,0,Not Specified,yes,1,26-40,12.63
34,Blue-Collar,Single,Secondary,No,4536,Yes,No,Cellular,21,Nov,963,1,-1,0,Not Specified,yes,1,26-40,16.05
53,Blue-Collar,Married,Secondary,No,1777,Yes,No,Cellular,21,Nov,796,5,154,1,Failure,yes,1,41-60,13.27
34,Blue-Collar,Married,Primary,No,3527,Yes,No,Cellular,21,Nov,1022,1,-1,0,Not Specified,yes,1,26-40,17.03
57,Management,Married,Tertiary,No,372,No,No,Cellular,21,Nov,553,3,-1,0,Not Specified,yes,1,41-60,9.22
41,Services,Single,Secondary,No,92,No,No,Cellular,21,Nov,372,1,-1,0,Not Specified,yes,1,41-60,6.2
40,Admin ,Married,Primary,No,72,Yes,Yes,Cellular,21,Nov,849,1,-1,0,Not Specified,yes,1,26-40,14.15
37,Admin ,Divorced,Secondary,No,1533,Yes,No,Cellular,21,Nov,555,4,-1,0,Not Specified,yes,1,26-40,9.25
31,Management,Married,Tertiary,No,4148,Yes,No,Cellular,21,Nov,316,3,99,9,Other,yes,1,26-40,5.27
58,Management,Married,Tertiary,No,96,No,No,Cellular,21,Nov,850,1,-1,0,Not Specified,yes,1,41-60,14.17
39,Unemployed,Married,Secondary,No,2245,No,No,Cellular,21,Nov,749,2,-1,0,Not Specified,yes,1,26-40,12.48
47,Technician,Married,Secondary,No,834,No,Yes,Cellular,21,Nov,902,1,133,2,Other,yes,1,41-60,15.03
44,Management,Married,Tertiary,No,4119,Yes,Yes,Telephone,21,Nov,1074,1,-1,0,Not Specified,yes,1,41-60,17.9
45,Technician,Married,Tertiary,No,-525,No,Yes,Cellular,21,Nov,980,2,-1,0,Not Specified,yes,1,41-60,16.33
41,Entrepreneur,Married,Primary,No,39,Yes,No,Cellular,21,Nov,549,2,-1,0,Not Specified,yes,1,41-60,9.15
33,Technician,Single,Tertiary,No,0,Yes,No,Cellular,21,Nov,654,1,-1,0,Not Specified,yes,1,26-40,10.9
30,Student,Single,Tertiary,No,2766,No,No,Cellular,21,Nov,834,1,-1,0,Not Specified,yes,1,26-40,13.9
30,Student,Single,Tertiary,No,3300,No,No,Cellular,21,Nov,1571,1,-1,0,Not Specified,yes,1,26-40,26.18
42,Management,Married,Tertiary,No,36,No,No,Cellular,21,Nov,664,3,-1,0,Not Specified,yes,1,41-60,11.07
49,Management,Married,Tertiary,No,22520,No,No,Cellular,21,Nov,579,9,-1,0,Not Specified,yes,1,41-60,9.65
59,Unemployed,Single,Primary,No,7724,No,No,Cellular,21,Nov,373,3,-1,0,Not Specified,yes,1,41-60,6.22
31,Not Specified,Married,Secondary,No,111,No,No,Cellular,21,Nov,504,2,93,2,Failure,yes,1,26-40,8.4
43,Management,Married,Tertiary,No,2640,No,No,Cellular,21,Nov,314,4,-1,0,Not Specified,yes,1,41-60,5.23
38,Management,Married,Tertiary,No,3436,No,No,Cellular,21,Nov,663,4,-1,0,Not Specified,yes,1,26-40,11.05
30,Services,Married,Secondary,No,0,Yes,No,Cellular,21,Nov,681,4,-1,0,Not Specified,yes,1,26-40,11.35
35,Admin ,Divorced,Secondary,No,3636,No,Yes,Cellular,21,Nov,808,2,-1,0,Not Specified,yes,1,26-40,13.47
43,Technician,Married,Secondary,No,3288,Yes,No,Cellular,21,Nov,775,3,-1,0,Not Specified,yes,1,41-60,12.92
34,Management,Single,Tertiary,No,2633,Yes,No,Cellular,21,Nov,705,6,-1,0,Not Specified,yes,1,26-40,11.75
52,Blue-Collar,Married,Secondary,No,580,No,No,Cellular,21,Nov,965,2,-1,0,Not Specified,yes,1,41-60,16.08
46,Management,Married,Secondary,No,149,No,No,Cellular,21,Nov,1222,2,-1,0,Not Specified,yes,1,41-60,20.37
46,Services,Divorced,Secondary,No,4329,No,No,Cellular,21,Nov,534,2,-1,0,Not Specified,yes,1,41-60,8.9
37,Admin ,Single,Secondary,No,1097,Yes,No,Cellular,21,Nov,1555,2,-1,0,Not Specified,yes,1,26-40,25.92
42,Management,Married,Tertiary,No,1275,Yes,Yes,Cellular,21,Nov,925,5,-1,0,Not Specified,yes,1,41-60,15.42
23,Unemployed,Single,Primary,No,1003,No,No,Telephone,27,Nov,8,1,-1,0,Not Specified,yes,1,18-25,0.13
53,Management,Divorced,Secondary,No,1004,No,Yes,Telephone,22,Dec,119,1,-1,0,Not Specified,yes,1,41-60,1.98
26,Unemployed,Single,Tertiary,No,814,No,No,Cellular,28,Jan,1387,1,-1,0,Not Specified,yes,1,26-40,23.12
49,Technician,Married,Secondary,No,808,Yes,No,Cellular,28,Jan,1232,1,-1,0,Not Specified,yes,1,41-60,20.53
34,Not Specified,Single,Secondary,No,859,No,No,Cellular,28,Jan,829,1,-1,0,Not Specified,yes,1,26-40,13.82
28,Not Specified,Single,Secondary,No,4465,No,No,Cellular,28,Jan,769,1,-1,0,Not Specified,yes,1,26-40,12.82
46,Technician,Divorced,Tertiary,No,0,No,No,Cellular,28,Jan,1199,2,-1,0,Not Specified,yes,1,41-60,19.98
26,Unemployed,Single,Secondary,No,622,No,No,Cellular,28,Jan,1451,2,-1,0,Not Specified,yes,1,26-40,24.18
31,Services,Single,Secondary,No,1709,No,Yes,Telephone,28,Jan,944,3,-1,0,Not Specified,yes,1,26-40,15.73
51,Admin ,Single,Tertiary,No,394,No,No,Telephone,28,Jan,968,2,-1,0,Not Specified,yes,1,41-60,16.13
47,Blue-Collar,Married,Secondary,No,1125,Yes,No,Cellular,29,Jan,1101,1,-1,0,Not Specified,yes,1,41-60,18.35
53,Blue-Collar,Married,Primary,Yes,-462,No,No,Cellular,29,Jan,470,1,-1,0,Not Specified,yes,1,41-60,7.83
29,Unemployed,Single,Primary,No,550,No,No,Cellular,29,Jan,801,1,-1,0,Not Specified,yes,1,26-40,13.35
32,Technician,Single,Secondary,No,540,No,Yes,Cellular,29,Jan,750,1,-1,0,Not Specified,yes,1,26-40,12.5
26,Blue-Collar,Single,Primary,No,941,No,No,Cellular,29,Jan,1165,1,-1,0,Not Specified,yes,1,26-40,19.42
40,Management,Single,Tertiary,No,1361,No,No,Cellular,29,Jan,1473,1,-1,0,Not Specified,yes,1,26-40,24.55
33,Services,Single,Tertiary,No,-452,No,No,Cellular,29,Jan,692,2,-1,0,Not Specified,yes,1,26-40,11.53
49,Unemployed,Married,Primary,No,518,No,No,Cellular,29,Jan,1917,2,-1,0,Not Specified,yes,1,41-60,31.95
60,Technician,Married,Tertiary,No,-71,Yes,Yes,Cellular,30,Jan,1451,1,-1,0,Not Specified,yes,1,41-60,24.18
41,Management,Single,Secondary,No,3234,Yes,No,Cellular,30,Jan,2770,1,-1,0,Not Specified,yes,1,41-60,46.17
36,Technician,Single,Secondary,No,98,No,No,Cellular,30,Jan,771,1,-1,0,Not Specified,yes,1,26-40,12.85
29,Services,Single,Not Specified,No,196,No,No,Cellular,30,Jan,726,2,-1,0,Not Specified,yes,1,26-40,12.1
42,Admin ,Divorced,Secondary,No,936,No,No,Cellular,30,Jan,931,1,-1,0,Not Specified,yes,1,41-60,15.52
33,Entrepreneur,Single,Tertiary,No,300,Yes,Yes,Cellular,30,Jan,922,5,-1,0,Not Specified,yes,1,26-40,15.37
31,Admin ,Divorced,Secondary,No,217,Yes,No,Cellular,30,Jan,1776,2,-1,0,Not Specified,yes,1,26-40,29.6
31,Unemployed,Single,Primary,No,163,No,No,Cellular,30,Jan,707,2,2,1,Other,yes,1,26-40,11.78
26,Services,Single,Secondary,No,110,No,No,Cellular,30,Jan,1136,2,-1,0,Not Specified,yes,1,26-40,18.93
40,Technician,Single,Tertiary,No,1646,Yes,No,Cellular,2,Feb,215,1,242,2,Failure,yes,1,26-40,3.58
45,Unemployed,Married,Secondary,No,2040,No,No,Telephone,2,Feb,803,1,-1,0,Not Specified,yes,1,41-60,13.38
55,Technician,Married,Secondary,Yes,-308,No,No,Cellular,2,Feb,781,1,-1,0,Not Specified,yes,1,41-60,13.02
29,Technician,Single,Tertiary,No,2325,No,No,Cellular,2,Feb,125,1,-1,0,Not Specified,yes,1,26-40,2.08
47,Management,Single,Tertiary,No,86,No,No,Cellular,2,Feb,1086,1,-1,0,Not Specified,yes,1,41-60,18.1
50,Unemployed,Divorced,Not Specified,No,1088,No,No,Cellular,2,Feb,749,1,-1,0,Not Specified,yes,1,41-60,12.48
44,Unemployed,Married,Secondary,No,0,Yes,No,Cellular,2,Feb,699,1,272,1,Failure,yes,1,41-60,11.65
56,Unemployed,Married,Secondary,No,0,No,No,Telephone,2,Feb,492,1,-1,0,Not Specified,yes,1,41-60,8.2
39,Student,Single,Tertiary,No,2103,No,No,Cellular,2,Feb,588,1,-1,0,Not Specified,yes,1,26-40,9.8
59,Retired,Single,Secondary,No,2,No,No,Telephone,2,Feb,935,1,-1,0,Not Specified,yes,1,41-60,15.58
43,Management,Divorced,Secondary,No,51,No,No,Cellular,2,Feb,430,1,-1,0,Not Specified,yes,1,41-60,7.17
36,Admin ,Married,Secondary,No,96,No,No,Cellular,2,Feb,302,1,-1,0,Not Specified,yes,1,26-40,5.03
29,Admin ,Single,Secondary,No,1027,Yes,No,Cellular,2,Feb,177,1,-1,0,Not Specified,yes,1,26-40,2.95
38,Management,Married,Tertiary,No,1308,Yes,No,Cellular,2,Feb,626,1,-1,0,Not Specified,yes,1,26-40,10.43
41,Services,Divorced,Secondary,No,840,Yes,No,Cellular,2,Feb,938,1,-1,0,Not Specified,yes,1,41-60,15.63
58,Management,Divorced,Tertiary,No,5701,No,No,Cellular,2,Feb,521,1,-1,0,Not Specified,yes,1,41-60,8.68
61,Management,Married,Tertiary,No,6016,No,No,Cellular,2,Feb,670,3,-1,0,Not Specified,yes,1,60+,11.17
36,Management,Married,Tertiary,No,630,No,No,Cellular,2,Feb,285,1,-1,0,Not Specified,yes,1,26-40,4.75
30,Self-Employed,Single,Tertiary,No,432,Yes,No,Cellular,2,Feb,402,1,-1,0,Not Specified,yes,1,26-40,6.7
43,Admin ,Single,Secondary,No,-247,Yes,Yes,Cellular,2,Feb,751,2,76,4,Failure,yes,1,41-60,12.52
39,Services,Married,Secondary,No,52,No,No,Telephone,2,Feb,1420,3,-1,0,Not Specified,yes,1,26-40,23.67
48,Blue-Collar,Single,Primary,No,623,Yes,No,Cellular,2,Feb,1425,2,-1,0,Not Specified,yes,1,41-60,23.75
26,Student,Single,Secondary,No,0,No,No,Cellular,2,Feb,1223,2,-1,0,Not Specified,yes,1,26-40,20.38
51,Technician,Married,Secondary,No,100,No,No,Cellular,2,Feb,467,2,-1,0,Not Specified,yes,1,41-60,7.78
37,Management,Married,Tertiary,No,4089,Yes,No,Cellular,2,Feb,289,2,174,4,Other,yes,1,26-40,4.82
29,Technician,Single,Tertiary,No,1669,No,No,Cellular,3,Feb,297,1,-1,0,Not Specified,yes,1,26-40,4.95
57,Admin ,Married,Secondary,No,169,No,No,Cellular,3,Feb,369,1,-1,0,Not Specified,yes,1,41-60,6.15
25,Admin ,Single,Secondary,No,483,No,Yes,Cellular,3,Feb,189,1,-1,0,Not Specified,yes,1,18-25,3.15
68,Retired,Divorced,Primary,No,250,No,No,Cellular,3,Feb,360,1,-1,0,Not Specified,yes,1,60+,6.0
34,Management,Married,Tertiary,No,0,Yes,No,Cellular,3,Feb,251,1,-1,0,Not Specified,yes,1,26-40,4.18
38,Technician,Divorced,Secondary,No,902,Yes,No,Cellular,3,Feb,650,1,-1,0,Not Specified,yes,1,26-40,10.83
54,Technician,Divorced,Secondary,No,2156,Yes,No,Cellular,3,Feb,261,1,195,4,Failure,yes,1,41-60,4.35
32,Management,Single,Tertiary,No,2360,No,No,Cellular,3,Feb,152,2,160,5,Other,yes,1,26-40,2.53
41,Blue-Collar,Married,Primary,No,201,Yes,No,Cellular,3,Feb,157,1,-1,0,Not Specified,yes,1,41-60,2.62
48,Technician,Single,Secondary,No,-92,Yes,No,Cellular,3,Feb,1393,1,-1,0,Not Specified,yes,1,41-60,23.22
59,Retired,Divorced,Secondary,No,514,No,No,Cellular,3,Feb,261,1,-1,0,Not Specified,yes,1,41-60,4.35
39,Unemployed,Single,Secondary,No,-114,Yes,No,Cellular,3,Feb,372,1,-1,0,Not Specified,yes,1,26-40,6.2
31,Management,Married,Tertiary,No,1331,No,No,Cellular,3,Feb,182,2,90,1,Success,yes,1,26-40,3.03
30,Entrepreneur,Single,Secondary,No,732,No,No,Cellular,3,Feb,1404,4,-1,0,Not Specified,yes,1,26-40,23.4
40,Management,Married,Tertiary,No,1308,No,No,Telephone,3,Feb,1776,2,-1,0,Not Specified,yes,1,26-40,29.6
28,Self-Employed,Married,Tertiary,No,0,Yes,No,Cellular,4,Feb,546,3,196,4,Failure,yes,1,26-40,9.1
52,Management,Married,Tertiary,No,-970,Yes,No,Cellular,4,Feb,489,1,-1,0,Not Specified,yes,1,41-60,8.15
32,Technician,Single,Tertiary,No,1246,Yes,No,Cellular,4,Feb,192,2,-1,0,Not Specified,yes,1,26-40,3.2
34,Management,Married,Tertiary,No,73,No,No,Cellular,4,Feb,426,2,-1,0,Not Specified,yes,1,26-40,7.1
31,Unemployed,Single,Primary,No,406,No,No,Cellular,4,Feb,736,1,-1,0,Not Specified,yes,1,26-40,12.27
57,Admin ,Married,Secondary,No,4391,No,No,Telephone,4,Feb,1416,1,-1,0,Not Specified,yes,1,41-60,23.6
31,Self-Employed,Married,Tertiary,No,168,No,No,Cellular,4,Feb,193,2,-1,0,Not Specified,yes,1,26-40,3.22
29,Management,Married,Tertiary,No,1441,Yes,No,Cellular,4,Feb,80,2,-1,0,Not Specified,yes,1,26-40,1.33
75,Retired,Divorced,Primary,No,3881,Yes,No,Cellular,4,Feb,136,3,-1,0,Not Specified,yes,1,60+,2.27
32,Admin ,Single,Secondary,No,678,Yes,No,Cellular,4,Feb,1579,1,246,4,Failure,yes,1,26-40,26.32
31,Management,Married,Tertiary,No,141,Yes,No,Cellular,4,Feb,572,2,238,7,Other,yes,1,26-40,9.53
41,Self-Employed,Single,Tertiary,No,-94,Yes,No,Cellular,4,Feb,1164,1,203,1,Failure,yes,1,41-60,19.4
22,Admin ,Single,Tertiary,No,897,Yes,No,Cellular,4,Feb,133,4,-1,0,Not Specified,yes,1,18-25,2.22
31,Unemployed,Single,Secondary,No,1214,No,No,Cellular,4,Feb,974,1,-1,0,Not Specified,yes,1,26-40,16.23
69,Retired,Married,Primary,No,324,No,No,Cellular,4,Feb,136,4,-1,0,Not Specified,yes,1,60+,2.27
30,Self-Employed,Married,Tertiary,No,2666,No,No,Cellular,4,Feb,467,1,-1,0,Not Specified,yes,1,26-40,7.78
49,Blue-Collar,Divorced,Secondary,No,10613,No,Yes,Cellular,4,Feb,1226,1,-1,0,Not Specified,yes,1,41-60,20.43
29,Management,Single,Tertiary,No,697,No,No,Cellular,4,Feb,206,1,-1,0,Not Specified,yes,1,26-40,3.43
43,Blue-Collar,Married,Secondary,No,953,Yes,No,Cellular,4,Feb,765,2,-1,0,Not Specified,yes,1,41-60,12.75
28,Services,Single,Primary,No,198,No,No,Cellular,4,Feb,976,2,-1,0,Not Specified,yes,1,26-40,16.27
56,Unemployed,Single,Primary,No,1110,No,No,Cellular,4,Feb,945,2,-1,0,Not Specified,yes,1,41-60,15.75
39,Admin ,Married,Secondary,No,130,Yes,Yes,Cellular,4,Feb,1290,2,-1,0,Not Specified,yes,1,26-40,21.5
33,Blue-Collar,Married,Secondary,No,315,No,No,Cellular,4,Feb,146,3,-1,0,Not Specified,yes,1,26-40,2.43
38,Technician,Married,Tertiary,No,4383,No,No,Cellular,4,Feb,1381,4,-1,0,Not Specified,yes,1,26-40,23.02
30,Admin ,Single,Secondary,No,313,Yes,No,Cellular,4,Feb,1121,2,-1,0,Not Specified,yes,1,26-40,18.68
29,Technician,Married,Secondary,No,273,No,No,Cellular,4,Feb,2775,2,-1,0,Not Specified,yes,1,26-40,46.25
69,Management,Married,Tertiary,No,840,No,No,Telephone,5,Feb,128,3,-1,0,Not Specified,yes,1,60+,2.13
44,Management,Married,Tertiary,No,309,Yes,No,Cellular,5,Feb,676,1,-1,0,Not Specified,yes,1,41-60,11.27
35,Management,Single,Tertiary,No,2707,No,No,Cellular,5,Feb,699,1,-1,0,Not Specified,yes,1,26-40,11.65
31,Technician,Single,Tertiary,No,1109,No,No,Cellular,5,Feb,642,1,167,2,Failure,yes,1,26-40,10.7
26,Entrepreneur,Single,Secondary,No,101,Yes,No,Cellular,5,Feb,810,1,268,1,Failure,yes,1,26-40,13.5
26,Entrepreneur,Single,Tertiary,No,725,No,No,Cellular,5,Feb,1916,2,189,29,Other,yes,1,26-40,31.93
34,Unemployed,Married,Primary,No,309,No,No,Cellular,5,Feb,578,1,-1,0,Not Specified,yes,1,26-40,9.63
42,Technician,Single,Secondary,No,541,Yes,No,Cellular,5,Feb,656,1,-1,0,Not Specified,yes,1,41-60,10.93
54,Services,Married,Not Specified,No,0,Yes,No,Cellular,5,Feb,686,2,267,1,Other,yes,1,41-60,11.43
53,Management,Married,Tertiary,No,1624,No,No,Cellular,5,Feb,158,3,-1,0,Not Specified,yes,1,41-60,2.63
54,Technician,Married,Secondary,No,0,No,No,Telephone,5,Feb,744,3,-1,0,Not Specified,yes,1,41-60,12.4
48,Entrepreneur,Single,Tertiary,No,318,Yes,No,Cellular,5,Feb,1017,4,-1,0,Not Specified,yes,1,41-60,16.95
40,Unemployed,Married,Primary,No,1908,Yes,No,Cellular,5,Feb,1661,2,-1,0,Not Specified,yes,1,26-40,27.68
28,Technician,Single,Tertiary,No,676,No,No,Cellular,5,Feb,1138,2,-1,0,Not Specified,yes,1,26-40,18.97
34,Entrepreneur,Married,Tertiary,No,1076,Yes,No,Cellular,5,Feb,136,10,-1,0,Not Specified,yes,1,26-40,2.27
34,Management,Single,Tertiary,No,1228,No,No,Cellular,5,Feb,263,8,-1,0,Not Specified,yes,1,26-40,4.38
32,Management,Single,Tertiary,No,0,No,No,Cellular,5,Feb,550,4,-1,0,Not Specified,yes,1,26-40,9.17
31,Services,Single,Secondary,No,13,No,Yes,Cellular,6,Feb,1019,2,-1,0,Not Specified,yes,1,26-40,16.98
31,Management,Single,Tertiary,No,12857,Yes,No,Cellular,6,Feb,158,1,92,1,Success,yes,1,26-40,2.63
66,Technician,Married,Secondary,No,0,No,No,Cellular,6,Feb,751,1,-1,0,Not Specified,yes,1,60+,12.52
37,Technician,Single,Tertiary,No,6101,No,No,Cellular,6,Feb,141,1,-1,0,Not Specified,yes,1,26-40,2.35
33,Management,Married,Tertiary,No,158,No,No,Cellular,6,Feb,192,2,-1,0,Not Specified,yes,1,26-40,3.2
50,Management,Married,Tertiary,No,346,No,No,Cellular,6,Feb,178,1,-1,0,Not Specified,yes,1,41-60,2.97
33,Blue-Collar,Single,Secondary,No,697,No,No,Cellular,6,Feb,860,2,-1,0,Not Specified,yes,1,26-40,14.33
56,Management,Married,Tertiary,No,616,No,No,Cellular,6,Feb,156,1,-1,0,Not Specified,yes,1,41-60,2.6
26,Services,Single,Tertiary,No,1140,Yes,No,Cellular,6,Feb,984,2,-1,0,Not Specified,yes,1,26-40,16.4
59,Retired,Divorced,Tertiary,No,3444,No,No,Cellular,6,Feb,241,2,-1,0,Not Specified,yes,1,41-60,4.02
32,Blue-Collar,Married,Secondary,No,1879,No,No,Cellular,6,Feb,591,8,-1,0,Not Specified,yes,1,26-40,9.85
22,Student,Single,Secondary,No,0,No,No,Cellular,6,Feb,229,6,-1,0,Not Specified,yes,1,18-25,3.82
34,Management,Married,Tertiary,No,0,No,No,Cellular,6,Feb,787,3,9,1,Other,yes,1,26-40,13.12
39,Services,Married,Tertiary,No,1493,No,No,Cellular,9,Feb,912,3,-1,0,Not Specified,yes,1,26-40,15.2
28,Technician,Single,Secondary,No,313,No,No,Cellular,9,Feb,1183,2,-1,0,Not Specified,yes,1,26-40,19.72
31,Self-Employed,Single,Tertiary,No,1815,No,No,Telephone,9,Feb,1541,1,-1,0,Not Specified,yes,1,26-40,25.68
33,Blue-Collar,Single,Tertiary,No,700,No,No,Cellular,9,Feb,126,1,88,1,Success,yes,1,26-40,2.1
66,Retired,Married,Primary,No,206,No,No,Cellular,9,Feb,479,1,-1,0,Not Specified,yes,1,60+,7.98
26,Admin ,Single,Secondary,No,255,No,No,Cellular,9,Feb,190,1,-1,0,Not Specified,yes,1,26-40,3.17
30,Admin ,Single,Secondary,No,270,No,No,Cellular,9,Feb,123,1,-1,0,Not Specified,yes,1,26-40,2.05
28,Technician,Single,Tertiary,No,4987,No,No,Cellular,9,Feb,253,21,-1,0,Not Specified,yes,1,26-40,4.22
29,Technician,Single,Tertiary,No,673,Yes,No,Cellular,9,Feb,835,3,-1,0,Not Specified,yes,1,26-40,13.92
49,Services,Married,Secondary,No,320,No,No,Telephone,9,Feb,1971,4,-1,0,Not Specified,yes,1,41-60,32.85
34,Admin ,Married,Secondary,No,0,Yes,No,Cellular,10,Feb,97,1,85,1,Failure,yes,1,26-40,1.62
47,Blue-Collar,Married,Secondary,No,292,No,No,Cellular,10,Feb,277,1,-1,0,Not Specified,yes,1,41-60,4.62
42,Technician,Married,Tertiary,No,757,No,No,Cellular,10,Feb,154,1,-1,0,Not Specified,yes,1,41-60,2.57
43,Management,Married,Tertiary,No,40,No,No,Cellular,10,Feb,147,1,-1,0,Not Specified,yes,1,41-60,2.45
61,Retired,Married,Tertiary,No,1257,No,No,Cellular,10,Feb,503,1,-1,0,Not Specified,yes,1,60+,8.38
35,Technician,Single,Secondary,No,1693,Yes,No,Cellular,10,Feb,515,1,-1,0,Not Specified,yes,1,26-40,8.58
40,Blue-Collar,Married,Secondary,No,5060,No,No,Cellular,10,Feb,154,2,93,1,Success,yes,1,26-40,2.57
31,Management,Divorced,Tertiary,No,373,No,No,Cellular,10,Feb,132,6,-1,0,Not Specified,yes,1,26-40,2.2
33,Management,Married,Secondary,No,369,No,No,Cellular,11,Feb,446,1,-1,0,Not Specified,yes,1,26-40,7.43
69,Retired,Married,Primary,No,2346,No,No,Cellular,11,Feb,354,2,-1,0,Not Specified,yes,1,60+,5.9
30,Services,Single,Secondary,No,1599,No,No,Cellular,11,Feb,152,2,-1,0,Not Specified,yes,1,26-40,2.53
41,Technician,Married,Secondary,No,1066,No,No,Cellular,11,Feb,109,3,-1,0,Not Specified,yes,1,41-60,1.82
31,Management,Married,Tertiary,No,2603,Yes,No,Cellular,11,Feb,280,4,-1,0,Not Specified,yes,1,26-40,4.67
22,Student,Single,Secondary,No,381,No,No,Cellular,12,Feb,227,1,-1,0,Not Specified,yes,1,18-25,3.78
37,Admin ,Married,Secondary,No,1314,Yes,No,Cellular,12,Feb,118,4,210,3,Failure,yes,1,26-40,1.97
48,Management,Single,Tertiary,No,5689,No,No,Cellular,12,Feb,262,1,-1,0,Not Specified,yes,1,41-60,4.37
85,Retired,Married,Primary,No,12114,No,No,Telephone,12,Feb,165,2,-1,0,Not Specified,yes,1,60+,2.75
72,Retired,Married,Tertiary,No,0,No,No,Cellular,13,Feb,99,1,-1,0,Not Specified,yes,1,60+,1.65
46,Admin ,Divorced,Secondary,No,2232,No,No,Cellular,13,Feb,121,1,-1,0,Not Specified,yes,1,41-60,2.02
26,Technician,Single,Tertiary,No,11862,No,No,Cellular,13,Feb,119,1,-1,0,Not Specified,yes,1,26-40,1.98
37,Technician,Married,Tertiary,No,127,Yes,No,Cellular,13,Feb,71,1,-1,0,Not Specified,yes,1,26-40,1.18
53,Management,Divorced,Tertiary,No,2152,No,No,Cellular,13,Feb,75,3,-1,0,Not Specified,yes,1,41-60,1.25
33,Management,Single,Tertiary,No,3552,No,No,Cellular,13,Feb,158,2,85,3,Failure,yes,1,26-40,2.63
90,Retired,Divorced,Secondary,No,1,No,No,Cellular,13,Feb,152,3,-1,0,Not Specified,yes,1,60+,2.53
54,Admin ,Divorced,Secondary,No,1872,No,No,Cellular,13,Feb,439,5,-1,0,Not Specified,yes,1,41-60,7.32
67,Retired,Married,Tertiary,No,1341,No,No,Cellular,13,Feb,706,1,-1,0,Not Specified,yes,1,60+,11.77
42,Management,Divorced,Not Specified,No,7702,No,No,Cellular,16,Feb,138,2,-1,0,Not Specified,yes,1,41-60,2.3
71,Retired,Married,Primary,No,4657,No,No,Cellular,16,Feb,93,5,-1,0,Not Specified,yes,1,60+,1.55
44,Admin ,Divorced,Secondary,No,397,Yes,Yes,Cellular,16,Feb,127,1,257,1,Other,yes,1,41-60,2.12
47,Entrepreneur,Married,Tertiary,No,0,No,No,Cellular,16,Feb,261,2,-1,0,Not Specified,yes,1,41-60,4.35
44,Admin ,Married,Tertiary,No,348,Yes,Yes,Cellular,16,Feb,170,2,-1,0,Not Specified,yes,1,41-60,2.83
37,Technician,Single,Secondary,No,2442,No,No,Cellular,16,Feb,91,3,-1,0,Not Specified,yes,1,26-40,1.52
37,Services,Married,Secondary,No,1543,Yes,No,Cellular,16,Feb,138,2,-1,0,Not Specified,yes,1,26-40,2.3
28,Self-Employed,Single,Tertiary,No,805,No,No,Cellular,16,Feb,331,1,-1,0,Not Specified,yes,1,26-40,5.52
